doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.1186/s12870-026-08505-x,2026,"Kurt D, Saygili İ, Kinay A, Karakoc E.",The contributions of genetic diversity to the performance of sun-cured tobacco.,,0,2,tobacco,"SSR allele counts, genetic distinctness (259 unique genotypes)","dendrogram clustering, germplasm characterization",Genetic diversity of landraces quantified; association with agronomic traits informs germplasm utility.,https://doi.org/10.1186/s12870-026-08505-x
10.3390/plants14193000,2025,"Tsolakidou MD, Kyratzis AC, Nikoloudakis N.",DArTseq Analysis of Cypriot Common Bean Germplasm Unveils an Assortment of Unexplored Genetic Variability.,,0,2,common bean,"SNP diversity, private alleles, heterozygosity, Fst",phylogenetic/Bayesian structure clustering,Genetic distinctness of landraces assessed; structure analysis identifies breeding-relevant groups.,https://doi.org/10.3390/plants14193000
10.1016/j.dib.2026.112548,2026,"Moradkhani H, Jadidi O, Jamshidi B, Turkoglu A, Bocianowski J, Niemann J, Pour-Aboughadareh A.","A dataset for revealing the potential of inter-primer binding site (iPBS), Start codon-targeted (SCoT), and CAAT box-derived polymorphism (CBDP) in exploring genetic diversity and grouping the plant genetic materials: A case study in &lt;i&gt;Aegilops tauschii&lt;/i&gt; populations.",,0,2,Aegilops,"PIC, marker index, resolving power, AMOVA, polymorphism rate","marker clustering, population grouping",Molecular markers quantify diversity metrics; AMOVA partitions variation within/between populations.,https://doi.org/10.1016/j.dib.2026.112548
10.1093/g3journal/jkaf093,2025,"Rahman A, Sapkota S, Ajayi-Moses O, Nandety RS, Fiedler JD, Mohajeri Naraghi S, McMullen MS, Bockelman HE, Esvelt Klos K, Carlson CH.","A global assembly of landrace oat (Avena sativa L.) accessions is a discovery resource for adaptive variation, association mapping, and trait deployment.",,0,2,oat,"allelic diversity, phenotypic variation, adaptive genetic variation",GWAS and association mapping framework,758 landraces characterized for adaptive variation and trait deployment; foundation for diversity-informed breeding.,https://doi.org/10.1093/g3journal/jkaf093
10.3390/life16010021,2025,Eren B.,"ISSR-Based Genetic Diversity and Structure of <i>Medicago sativa</i> L. Populations from the Aras Basin, a Crossroad of Gene Centers.",,0,2,alfalfa,"ISSR allele frequencies, genetic distance, Fst, population structure","ISSR clustering, population stratification",Genetic diversity and population differentiation (wild vs. cultivated) quantified; ecotype assignment supports breeding.,https://doi.org/10.3390/life16010021
10.1007/s00425-025-04851-6,2025,"Lebeda A, Majeský Ľ, Křístková E, Pink DCA, Simko I.","Unraveling the variation, phylogeny, and taxonomy of Lactuca spp. for germplasm management and breeding.",,0,2,lettuce,genetic diversity of wild Lactuca spp.,,Discusses wild species as genetic resource for breeding; conservation emphasis without selection method.,https://doi.org/10.1007/s00425-025-04851-6
10.3389/fpls.2025.1731515,2025,"Bertram L, Frisch M.",Morphological and genetic diversity of &lt;i&gt;Beta maritima&lt;/i&gt; populations across Europe and North Africa: a comprehensive review.,,0,2,sugar beet (wild relative),"morphological variation, genetic structure, allele diversity",,Identifies diversity patterns in wild ancestor; supports breeding but no selection algorithm.,https://doi.org/10.3389/fpls.2025.1731515
10.3390/plants14070990,2025,"Smaili O, Luca LP, Scollo F, Chebouti-Meziou N, Catalano C, Di Guardo M, Distefano G, Nicolosi E, Gentile A, La Malfa S.",Comprehensive Genetic and Morphological Analysis of Algerian Carob (&lt;i&gt;Ceratonia siliqua&lt;/i&gt; L.) Accessions.,,0,2,carob,"allelic richness, nuclear and chloroplast SSR markers",,Comprehensive genetic characterization; demonstrates polymorphism but no selection optimization.,https://doi.org/10.3390/plants14070990
10.1038/s42003-025-08227-0,2025,"Macharia MW, Caproni L, Solemanegy M, Takele R, Chiulele RM, Munisse P, Amane M, Pè ME, Buizza R, Dell'Acqua M.",Cowpea (Vigna unguiculata L. Walp.) landraces in Mozambique and neighbouring Southern African countries harbour genetic loci with potential for climate adaptation.,,0,2,cowpea,"genotype-environment association (LFMM, pRDA), genomic loci",,Identifies diversity and adaptation signatures; no formal selection or crossing optimization.,https://doi.org/10.1038/s42003-025-08227-0
10.3390/plants13223249,2024,"Redaelli R, Bassolino L, Balconi C, Terracciano I, Torri A, Nicoletti F, Benedetti G, Iacoponi V, Rea R, Taviani P.","Morpho-Phenological, Chemical, and Genetic Characterization of Italian Maize Landraces from the Lazio Region.",,0,2,maize,"ddRADseq SNPs, population structure",,"Characterizes genetic structure of Italian landraces; conservation focus, no selection method.",https://doi.org/10.3390/plants13223249
10.3390/plants15091349,2026,"Zhang L, Zhou T, Zhou Y, Peng Y, Huang G, Tang G, Liu Y, Xiao Y, Zhao F, Li W, Yang J, Fu H.",Genetic Diversity and Core Collection Construction of &lt;i&gt;Cymbidium ensifolium&lt;/i&gt; var. susin.,,0,2,orchid,"genetic diversity analysis, SNP/InDel genotyping",core collection construction,Core collection algorithm applied to germplasm pool with molecular diversity metrics.,https://doi.org/10.3390/plants15091349
10.3390/ijms27114882,2026,"Sang R, Noor M, Feng G, Han M, Feng Y, Mao P, Yan X, Meng L.",Diversity Analysis of Global White Clover (&lt;i&gt;Trifolium repens&lt;/i&gt; L.) Germplasm Based on Agronomic and Photosynthetic Traits and SLAF-Seq Technology.,,0,2,white clover,"SNP markers, population structure, genetic evolution",,Genetic diversity quantified via SNP-based population structure and phylogenetics.,https://doi.org/10.3390/ijms27114882
10.3390/plants15101493,2026,"Kanbar A, Jabbour Y, Nick P.",Integrating Multivariate Analysis and DNA Barcoding for Amaranth Germplasm Characterization and Promising Genotype Selection.,,0,2,amaranth,DNA barcoding (chloroplast/nuclear markers),multivariate analysis for genotype selection,Molecular characterization and multivariate outlier detection; diversity used for selection.,https://doi.org/10.3390/plants15101493
10.3389/fpls.2026.1812087,2026,"Liu S, Lu X, Zhao J, Shan F, Yu Z, Sun X, Wang G, Xie H, Zhou Y, Hu B, Li WX, Ning H.","Mining genes, genomic selection and simulation breeding on hundred-seed weight using a four-way RIL population.",,0,2,soybean,"allelic richness, SNP markers, haplotype effects",genomic selection simulation breeding,Four-way RIL population enhances allelic diversity; simulation breeding approach.,https://doi.org/10.3389/fpls.2026.1812087
10.1186/s12870-026-08231-4,2026,"Singh AK, Yadav LP, Anil, K G, Ram C, Meena RK, Rane J, Sahil A, Ravat P, Kumar R, Rai AK, Kaushik P.",Harnessing genetic diversity in bael (Aegle marmelos) germplasm to enhance yield and quality traits under rainfed hot semi-arid environment.,,0,2,fruit tree,"phenotypic variability, genotypic coefficient of variation",genotype selection for yield/quality traits,Genetic diversity in germplasm pool used for selecting best-performing genotypes.,https://doi.org/10.1186/s12870-026-08231-4
10.1371/journal.pone.0340188,2026,"Chaity SS, Islam MR, Faruquee M, Ahmed JU, Islam AKMA.",Identification of elite rice lines with better breeding values using genomic prediction and multi-trait genotype ideotype distance index (MGIDI) for grain yield under irrigation cropping system.,,0,2,rice,"genetic variation, heritability, genetic advance","genomic prediction, multi-trait genotype-ideotype distance index (MGIDI)",MGIDI selection of elite parents integrating multiple traits; genetic metrics reported.,https://doi.org/10.1371/journal.pone.0340188
10.1038/s41598-026-38477-9,2026,"Wang J, Xing X, Yan P, Wang H, Xie Z, Zhang H.",Genetic variation analysis and comprehensive evaluation of multiple traits among Larix olgensis families.,,0,2,forest tree,"coefficient of variation, family heritability, realized gains",estimated breeding value selection at 20% rate,Genetic parameters and realized gains quantified; family selection for genetic gain.,https://doi.org/10.1038/s41598-026-38477-9
10.3389/fpls.2026.1727579,2026,"Mamidi A, Lavuri K, Badri J, Prasad SVS, Sundaram RM.",A multi-model genotype × environment interaction analysis discerning phenotypic plasticity of the strong culm trait in rice.,,0,2,rice,"stability indices, WAASB, WAASBY, multi-trait stability index (MTSI)","genotype selection index (GSI), multi-trait stability across environments",Genotype-ideotype distance via MTSI; stability-based selection in METs.,https://doi.org/10.3389/fpls.2026.1727579
10.1038/s41598-026-46140-6,2026,"Zahedi MB, Tahmasebi S, Salami M, Sukumaran S, Heidari B.",Identification of drought-tolerant ideotype in wheat using multi-trait genotype-ideotype distance index (MGIDI) and comprehensive evaluation value.,,0,2,wheat,"genetic diversity, drought indices, comprehensive evaluation value",multi-trait genotype-ideotype distance index (MGIDI),MGIDI identifies drought-tolerant ideotypes; diversity assessed via RIL population.,https://doi.org/10.1038/s41598-026-46140-6
10.1186/s12870-026-08504-y,2026,"Gómez-Gálvez F, de la Rosa-Navarro R, Besnard G, Lorite IJ, Belaj A.","An olive parentage atlas: founder cultivars, regional diversification, and implications for breeding programs.",,0,2,olive,"EST-SNP markers, parentage assignment",pedigree network analysis,Founder cultivar identification and pedigree diversity structure; useful for germplasm management and breeding program design.,https://doi.org/10.1186/s12870-026-08504-y
10.1186/s12870-026-08597-5,2026,"Ps B, Biradar M, Meena VS, Tripathi K, Babar R, Sreekanth D, Km B, Cb H, Halli HM, C AK, Hb S, Sultana R, K SR.",Multi-trait stability selection drives genetic gains in cowpea [Vigna unguiculata (L.) Walp.] under high-temperature stress.,,0,2,cowpea,"multi-trait stability indices (MGIDI, MTSI, MTMPS, FAI-BLUP)","multi-trait stability selection, genetic parameters",Applies stability metrics to 250 accessions; identifies superior genotypes but lacks explicit coancestry or diversity constraint.,https://doi.org/10.1186/s12870-026-08597-5
10.1007/s00122-026-05251-4,2026,"Flores-Saavedra M, Bančič J, Huamán Y, Arrones A, Vicente O, Plazas M, Vilanova S, Gramazio P, Prohens J.","Water stress tolerance, genomic selection and identification of genomic regions in a MAGIC population of eggplant.",,0,2,eggplant,"GWAS-identified genomic regions, genomic selection index",genomic selection index construction from stress-related traits,MAGIC population evaluation with selection index; no explicit genetic diversity metric or diversity-preservation constraint.,https://doi.org/10.1007/s00122-026-05251-4
10.1186/s12870-026-08174-w,2026,"Ahmed MS, Sani QUA, Majeed A, Dhawi F, Alsanie SI, Abdelghany AM.",Molecular and phenotypic diversity of bacterial leaf blight resistance in green super rice germplasm.,,0,2,rice,"resistance gene frequencies, molecular markers, K-means clustering","phenotypic and molecular characterization, cluster analysis",Characterizes genetic diversity of resistance alleles in germplasm; elite materials identified but no diversity-optimized selection method.,https://doi.org/10.1186/s12870-026-08174-w
10.1016/j.xplc.2026.101822,2026,"Wang D, Zheng J, Shang H, Liu JN, Gao LZ, Ye J, Sarsaiya S, Zhang J.",Leveraging AI and integrated genomic-enviromic prediction for intelligent sugarcane breeding.,,0,2,sugarcane,"genomic, environmental, and phenotypic prediction models","integrated genomic-enviromic prediction (iGEP), multi-trait selection optimization",Proposes AI-integrated framework for clonal breeding with multi-trait selection; addresses polyploidy but no explicit diversity metric.,https://doi.org/10.1016/j.xplc.2026.101822
10.3389/fpls.2026.1796047,2026,"Qiu HY, Qin XQ, Fang C, Hou YJ, Li DB, You JY, Xu N, Cai XL, Li H.",Genome-wide SNP analysis uncovers population structure and genetic differentiation in longan (&lt;i&gt;Dimocarpus longan&lt;/i&gt; Lour.).,,0,2,fruit tree (longan),"gene diversity, differentiation, linkage disequilibrium",,"Population structure, diversity and differentiation scans in germplasm panel; conservation-oriented.",https://doi.org/10.3389/fpls.2026.1796047
10.3389/fpls.2026.1808140,2026,"Almarri NB, Mostafa SM, Alsofuani NM, Osman S, Alomran SM, A Ibrahim M, Alrashidi I, Al-Haidar OA, Ahmad S.",Whole-genome sequencing reveals genomic diversity and population structure of mango germplasm from the Jazan region of Saudi Arabia.,,0,2,mango,"expected heterozygosity, nucleotide diversity, population structure",,Characterizes genetic diversity and ancestry in regional germplasm; supports breeding resource utilization.,https://doi.org/10.3389/fpls.2026.1808140
10.1111/tpj.70908,2026,"Ma Y, Main D, Coyne CJ, Porter LD, Heineck GC, Burrows M, Warburton ML, Uhdre R, Sari H, Bourland B, Bett K, McGee RJ.","Insights into lentil diversity, domestication, and the genetic basis of important agronomic traits through resequencing of 238 Lens accessions.",,0,2,lentil,"SNPs, indels, CNVs, demographic history, selective sweeps",,Comprehensive resequencing of wild and cultivated germplasm; domestication and diversity analysis.,https://doi.org/10.1111/tpj.70908
10.1186/s12870-026-08258-7,2026,"Jeon D, Choi C, Park JH, Kang CS, Kim JY, Kim C.",Genomic selection for multi-trait crop improvement in wheat (Triticum aestivum L.): a practical modeling approach.,,0,2,wheat,"genomic prediction models, heritability",genomic selection with benchmarking,Multi-trait GS modeling and prediction accuracy; addresses digital breeding but no explicit diversity constraint.,https://doi.org/10.1186/s12870-026-08258-7
10.3390/plants15111621,2026,"Son KS, Kim KM, Kim D, Lee HY, Hong SY, Kim SH, Jang SW, Park J, Kim TS.",GWAS-Guided Compact SNP Panels Enable Breeding-Relevant Prediction of Bolting and Flowering Timing of Lettuce.,,0,2,lettuce,"SNPs, GWAS, heritability",genomic selection with compact marker panels,Core collection GWAS and GS for flowering; demonstrates breeding-relevant prediction in structured panel.,https://doi.org/10.3390/plants15111621
10.1186/s12863-025-01332-3,2025,"Wu X, Feng Q, Zhang Z, Zhang X, Liu Z, Yang Q, Shi X, Zhang M, Yan L.","Analysis of genetic diversity among wild soybean (Glycine soja) from Hengshui Lake in Hebei Province, China.",,0,2,soybean (wild),"SNPs, population structure, ADMIXTURE, neighbor-joining",,Wild soybean resequencing and population structure; allelic diversity for breeding introgression.,https://doi.org/10.1186/s12863-025-01332-3
10.1186/s12284-026-00893-w,2026,"Tao H, Wu S, Wu G, Chen X, Sun Y, Zhu X, Chen L, Feng C, Kabore MAF, Woldegiorgis ST, Zhang L, Ai Y, Liu W, He H.","Pan-genome of wild and cultivated rice uncovers genetic diversity, lost and selected sequences during rice domestication.",,0,2,rice,"SNP/InDel counts, novel sequence content, allele frequency",,Pan-genome quantifies genetic diversity in wild AA-genome rice; potential for introgression into cultivated pools.,https://doi.org/10.1186/s12284-026-00893-w
10.1111/mec.70420,2026,"Buck RC, Zapata DJ, Sork VL.",Landscape Genomic Tools Can Inform Future Rootstock and Farmland Selection for an Agricultural Tree Nut From Its Wild Relatives.,,0,2,walnut,"climate-adaptive genomic predictions, adaptedness to future climate",rootstock selection from wild relatives,Landscape genomics identifies climate-resilient wild genotypes for rootstock; potential introgression strategy.,https://doi.org/10.1111/mec.70420
10.1093/hr/uhag104,2026,"Blanchard I, Bui QT, Mergez A, Denni S, Cornille A, Dufau I, Marande W, Groppi A, Decroocq S, Confais J, Duvaux L, Decroocq V, Linard B.",Phylogeny-driven pangenome analysis uncovers the genomic landscape of domesticated and wild Armeniaca species.,,0,2,apricot (Armeniaca),"SNP/SV counts, pangenome expansion contribution, genetic variation by taxon",,Cross-taxon pangenome catalogues structural and sequence diversity; potential for trait introgression from wild relatives.,https://doi.org/10.1093/hr/uhag104
10.1093/molbev/msag087,2026,"Cochetel N, Cantu D.",From structural pangenomes to functional panomics in plants.,,0,2,multi-crop,"core/variable gene compartments, pangenome graph structure, allelic and structural diversity",,Pangenome frameworks preserve allelic diversity; discusses domestication and selection; no breeding optimization method.,https://doi.org/10.1093/molbev/msag087
10.1186/s12711-025-00949-3,2025,"Kang Z, Kong J, Li Q, Sui J, Dai P, Luo K, Meng X, Chen B, Cao J, Tan J, Fu Q, Xing Q, Luan S.",Genomic selection strategies to overcome genotype by environment interactions in biosecurity-based aquaculture breeding programs.,,0,2,none,"genetic gain, within-family variance",genomic selection vs. pedigree-based selection,Compares selection methods for gain under G×E in aquaculture; not plant-specific.,https://doi.org/10.1186/s12711-025-00949-3
10.1002/tpg2.70066,2025,"Aalborg T, Romé H, Ranzau C, Bagge M, Jensen J, Nielsen KL.",The transmission ability in a population of elite tetraploid potatoes.,,0,2,potato,"additive genetic variance, specific combining ability, genomic prediction","diallel cross evaluation, genomic prediction",Assesses parental breeding value in elite tetraploid potato; addresses inbreeding depression limits.,https://doi.org/10.1002/tpg2.70066
10.3389/fpls.2025.1544491,2025,"Fumia N, Dudley N, Jones T, Dobbs J, Stewart J, Kantar M.",&lt;i&gt;Acacia koa&lt;/i&gt; seedling disease tolerance and vigor driven by breeding orchard size.,,0,2,forest tree,"breeding values, selection response","selection simulation, breeding orchard design",Simulation of selection methods for rapid improvement in Hawaiian endemic tree species.,https://doi.org/10.3389/fpls.2025.1544491
10.1371/journal.pone.0344624,2026,"Silue T, Olasanmi B, Adewumi AS, Agre PA, Adejumobi II, Kehinde PO, Chigeza G, Abebe AT.",Multi-trait selection for drought-tolerant soybean accessions under contrasting water regimes.,,0,2,soybean,"broad-sense heritability, multi-trait genotype-ideotype distance index (MGIDI)","multi-trait selection, MGIDI","Identifies superior accessions under contrasting water regimes; genetic variation, not diversity partitioning.",https://doi.org/10.1371/journal.pone.0344624
10.3390/plants14192989,2025,"Tsolakidou MD, Markou A, Kyratzis AC, Kotsiras A, Delis C, Mattas K, Katsiotis A, Nikoloudakis N.",Genomic and Phytochemical Diversity Across a Collection of Snake Melon Landraces.,,0,2,melon,"SNP, InDel, SV, CNV variation; hierarchical clustering, PCA",genome-wide analysis of landrace collection,Characterizes genomic and phytochemical diversity in landraces as breeding resource.,https://doi.org/10.3390/plants14192989
10.1007/s00122-025-04825-y,2025,"Mothukuri SR, Beyene Y, Gültas M, Burgueño J, Griebel S.",Optimization of sparse phenotyping strategy in multi-environmental trials in maize.,,0,2,maize,,sparse phenotyping optimization,Genomic prediction in multi-environment maize trials; cost-accuracy trade-off but diversity not explicit.,https://doi.org/10.1007/s00122-025-04825-y
10.1007/s42995-025-00340-7,2026,"Lee WH, Sung YH, Low BW, Fong JJ.","Population genomics identifies genetic structure and admixture in the endangered Beale's Eyed Turtle (&lt;i&gt;Sacalia bealei&lt;/i&gt;), and implications for aquatic ecology and ex situ breeding.",,0,2,none,"genetic clusters, admixture",ex situ breeding implications,"Population structure and admixture in endangered turtle; conservation genetics guide, non-plant.",https://doi.org/10.1007/s42995-025-00340-7
10.1007/s00122-026-05209-6,2026,"Mohamedikbal S, Al-Mamun HA, Marsh JI, Upadhyaya SR, Batley J, Edwards D.",Dissection of local haplotype diversity at soybean rust loci reveals resistance-associated and context-dependent variation patterns in diverse germplasm.,,0,2,soybean,"haplotype diversity, allelic diversity at resistance loci",association and haplotype analysis in diverse germplasm,Characterizes allelic and haplotype diversity at SBR loci in 2815 accessions; identifies resistance variation patterns in germplasm pool.,https://doi.org/10.1007/s00122-026-05209-6
10.1038/s41598-025-29738-0,2025,"Takalkar SA, Mohan SM, Nagesh P, Dhliwayo T, Naidu PB, Boregowda SC, Kachapur RM, Kanwade DG, Mahadevu P, Singh NK, Injeti SK, Kariganur MB, Pattanashetti SK, Ravindra BG, Vivek BS.",Diverse and stable male sterile tropical Asian maize inbred lines provide strategic opportunities for hybrid development.,,0,2,maize,"genetic background diversity, CMS-hybrid genetic diversity",,"Diverse elite lines converted to CMS; hybrid diversification evaluated, stable performance documented.",https://doi.org/10.1038/s41598-025-29738-0
10.1002/tpg2.70217,2026,"Schierenbeck M, Helmi RY, Maurer A, Tarawneh RA, Ali DH, Schneider HM, Börner A, Pillen K, Youssef HM.",Introgression of wild barley alleles improves seedlings salinity tolerance in the nested association mapping HEB-400 population.,,0,2,barley,"wild barley allelic diversity, nested association mapping allele frequencies","introgression of wild barley alleles, GWAS-guided selection",Wild alleles introgressed for salinity tolerance; diversity resource and selection pathway identified.,https://doi.org/10.1002/tpg2.70217
10.1093/genetics/iyaf119,2025,"Toniutti L, Rio S, Madec C, Ricci S, Guiougou C, Marius F, Mina C, Delos JE, Lambert F, Efile JC, D'Hont A, Martin G, Hoarau JY, Salmon F.",Combining ability of banana triploid hybrid progenitors and genomic prediction of cross performance for agro-morphological traits.,,0,2,banana,"general combining ability, specific combining ability, within-cross genetic variability, heritability","combining ability assessment, genomic prediction of cross performance",Parental combining abilities quantified in triploid crosses; cross performance prediction guides breeding.,https://doi.org/10.1093/genetics/iyaf119
10.1007/s00122-026-05198-6,2026,"Roberts AMI, Neugebauer K, Ewaoluwagbemiga EO, Milbourne D, Byrne S, Cockram J, Zanella CM, Wallace M, Niedermayer M, Andreani L, Pécs M, van der Kooij WWP, Schmid K.",Integrating genomic prediction into crop DUS testing: new approaches in support of reference collection management and distinctness assessment.,,0,2,multi-crop,genetic markers for distinctness,genomic prediction; DUS reference collection management,Uses genomic markers to manage variety reference collections and distinctness assessment.,https://doi.org/10.1007/s00122-026-05198-6
10.1111/mec.70324,2026,Hamilton JA.,Molecular Passports for Ex Situ Seed Donors: Enhanced Genetic Monitoring for Plant Conservation.,,0,2,multi-crop,"molecular passport, genetic diversity indices",core collection / genebank monitoring,Genetic monitoring framework for ex situ conservation; identifies gaps and redundancies in seed donor preservation.,https://doi.org/10.1111/mec.70324
10.1038/s41598-026-40849-0,2026,"Al-Yahyai RA, Halo BA, Al-Subhi AM, Yaish MW.",Genome-wide SNP analysis reveals genetic diversity and structure of wild and cultivated olives (Olea europaea L.) in Oman.,,0,2,olive,"SNPs, genetic diversity indices, population structure",,Genome-wide diversity and structure in wild and cultivated olives; characterizes diversity but no selection method.,https://doi.org/10.1038/s41598-026-40849-0
10.1371/journal.pone.0344465,2026,"Liu J, Shen W, Tan Z, Zhong Y.",Genetic diversity of Schima superba based on physiological traits and SSR markers.,,0,2,forest tree,"SSR loci (20 polymorphic), He = 0.804, Fst, gene flow",,Genetic diversity quantification across natural populations; SSR-trait associations identified but no breeding selection method.,https://doi.org/10.1371/journal.pone.0344465
10.1111/nph.71031,2026,"Wojcik A, Belcram H, Rousselet A, Bouët M, Brault M, Serin P, Desprez A, Rincent R, Peil A, Henry K, Marchal C, Lacombe T, Glémin S, Alix K, Gérard PR, Manicacci D, Vigouroux Y, Dogimont C, Tenaillon ",Evolution of crop phenotypic spaces through domestication.,,0,2,multi-crop,multivariate phenotypic divergence index (mPDI),,Quantifies phenotypic space reduction during domestication across 13 species; documents diversity collapse but no selection optimization.,https://doi.org/10.1111/nph.71031
10.3389/fpls.2026.1813482,2026,"Al Jabri T, Halo BA, Culham A, Ellis R.",Genomic insights into population structure and conservation of wild olive (&lt;i&gt;Olea europaea&lt;/i&gt; subsp. &lt;i&gt;cuspidata&lt;/i&gt;) in Oman's Dhofar and Hajar Mountains.,,0,2,olive,"SNPs (nuclear and plastid), population structure, haplotypes",conservation assessment,Genetic diversity and population structure in wild olive; informs conservation prioritization but no breeding selection method.,https://doi.org/10.3389/fpls.2026.1813482
10.1002/tpg2.70238,2026,"Clare SJ, Schmuker P, Altendorf K.",Association mapping for hop cone chemistry and morphology identifies natural beneficial allele stacks.,,0,2,hop,"SNPs (20,861 markers from GBS), association mapping",association mapping for trait selection,Identifies marker-trait associations for cone chemistry and morphology; supports selection but no diversity constraint explicitly modeled.,https://doi.org/10.1002/tpg2.70238
10.3389/fpls.2025.1670349,2025,"Sampaio LFS, Zucchi MI, Colombo CA, Jacomino AP, Figueira A, Mourão Filho FAA.",Population genomics of Brazilian native fruit species of <i>Eugenia</i> spp. (Myrtaceae) for conservation and improvement.,,0,2,multi-crop,"SNPs (genotyping by sequencing), genetic diversity and structure",population genomic assessment for conservation,Characterizes diversity in three Eugenia spp. across populations; targets native fruit improvement and conservation.,https://doi.org/10.3389/fpls.2025.1670349
10.1007/s00122-026-05247-0,2026,"Zapata SL, Mirdita V, Boeven PHG, Varenne P, Spiller M, Nagireddy S, Gils M, Reif JC, Li G.",Association mapping of hybrid seed set and heterosis in a central European multi-parental wheat population.,,0,2,wheat,"SNP markers, heterosis metrics (dominance, epistasis)","association mapping, multi-parental population design",Dissects heterosis and identifies traits for hybrid seed efficiency; gains quantified but diversity maintenance not explicit.,https://doi.org/10.1007/s00122-026-05247-0
10.1007/s00122-026-05175-z,2026,"Thomsen LE, Zhao Y, Avenhaus U, Reif JC, Gundala RR.",Integrating genomic predictions into an applied Central European wheat breeding program.,,0,2,wheat,"population size, training set diversity across breeding stages",genomic selection (GBLUP/GEBV),Genomic prediction accuracy in wheat breeding stages; diversity mentioned implicitly via population structure but not explicitly quantified.,https://doi.org/10.1007/s00122-026-05175-z
10.1016/j.jgeb.2026.100688,2026,"Nair KR, Satish D, Hiremata V, Fakrudin B, Pallavi HM, Gunnaiah R, Sowmya HM, Chittapur RB, Biradar IB, Peerjade D, Gollagi S, Ajjappalavara PS, Jagadeesha RC.",Molecular and morphological insights into the diversity of Moringa oleifera: a comparative analysis.,,0,2,none,"SSR polymorphism, alleles per locus, genetic divergence (morphological and molecular)",heterosis breeding via cluster-based selection,Drumstick (Moringa); genetic diversity assessed by SSRs and morphology; clusters leveraged for heterosis breeding.,https://doi.org/10.1016/j.jgeb.2026.100688
10.3390/ijms26157220,2025,"Ararsa L, Mulugeta B, Bekele E, Geleta N, Abreha KB, Geleta M.",A 25K Wheat SNP Array Revealed the Genetic Diversity and Population Structure of Durum Wheat (&lt;i&gt;Triticum turgidum&lt;/i&gt; subsp. &lt;i&gt;durum&lt;/i&gt;) Landraces and Cultivars.,,0,2,wheat,"polymorphism information content (PIC), gene diversity, population structure (STRUCTURE, PCoA, AMOVA), selection signatures (FST)",,Durum wheat landraces and cultivars; diversity and selection signatures quantified; conservation context but no selection method for constrained gain.,https://doi.org/10.3390/ijms26157220
10.1186/s12711-025-01018-5,2025,"Pouil S, Aubin J, Phocas F.",Deriving breeding goals and expected selection responses to reduce environmental impacts in rainbow trout farming.,,0,2,none,"environmental merit indices (TGC, DFI, survival)",multi-trait index selection with environmental constraints,Rainbow trout; breeding goal with environmental constraints; selection response and diversity trade-off implied but not explicitly modeled.,https://doi.org/10.1186/s12711-025-01018-5
10.1016/j.dib.2026.112746,2026,"Subedi M, Diack O, Faye A, Diao Y, Ackerman AJ, Wondifraw M, Diop EAMC, Mbengue SD, Seck EM, Cubitt R, Crain JL, Beil C, Sheehan MJ.",Whole genome sequence data on diverse pearl millet accessions across the African continent.,,0,2,pearl millet,,,"WGS diversity panel and phenotyping; foundational germplasm resource, enables downstream selection but no metric or method.",https://doi.org/10.1016/j.dib.2026.112746
10.1038/s41598-026-42155-1,2026,"Rajpoot SK, Dhakar MK, Singh N, Nath V, Kumar C, Choudhary JS, Bishi SK, Bhavana P, Kherwar D, Das B, Das A.",In-situ characterization of wild Annona squamosa L. genotypes reveals rich genetic diversity and elite selections for crop improvement and conservation.,,0,2,sugar apple,,,Wild germplasm characterization and elite selection; phenotypic diversity assessed but no molecular metric or formal method.,https://doi.org/10.1038/s41598-026-42155-1
10.21203/rs.3.rs-8087544/v1,2025,"Jaganathan D, Gibbs JM, Thomas N, McAvoy T, Azad M, Tian M, Lozada DN, Railey WH, Nankar AN.",Morphological and simple sequence repeat (SSR)-based diversity of Capsicum germplasm characterizes population structure and enables marker-assisted selection for Phytophthora capsici resistance,,0,2,Capsicum,"alleles per locus, PIC",marker-assisted selection,SSR diversity and population structure in germplasm; MAS for disease resistance but no diversity-gain trade-off analysis.,https://doi.org/10.21203/rs.3.rs-8087544/v1
10.1186/s12870-026-08357-5,2026,Altaf MT.,Assessing mung bean genetic diversity with Start Codon Targeted (SCoT) markers: a step towards climate-tolerant varieties for global food security.,,0,2,mung bean,"Nei gene diversity, effective alleles, Shannon index, PIC",,SCoT diversity metrics in multi-country germplasm; no selection or optimization method described.,https://doi.org/10.1186/s12870-026-08357-5
10.1186/s12870-025-07715-z,2025,"Yang L, Li J, Li S.",Construction of a core collection of Notopterygii Rhizoma et Radix based on molecular phylogeography.,,0,2,medicinal plant,"haplotype diversity, genetic structure",core collection stratified sampling,Core collection of endangered medicinal plants from phylogeographic strata; conservation-focused diversity preservation.,https://doi.org/10.1186/s12870-025-07715-z
10.1186/s12915-025-02422-5,2025,"Dhiman AS, Taliadoros D, Stukenbrock EH, McGrath JM, Emrani N, Jung C.",Signatures in domesticated beet genomes pointing at genes under selection in a sucrose-storing root crop.,,0,2,beet,"nucleotide diversity, selection signatures",,Genome-wide diversity in wild and cultivated beets; domestication selection patterns but no forward breeding method.,https://doi.org/10.1186/s12915-025-02422-5
