doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.1038/s42003-026-09846-x,2026,"Jiang XL, Wu MX, Saito Y, Luo SS, Liu XS, Ouyang ZY, Li JX, Deng M, Li H.",Population genomics of Quercus gilva provides insights into the conservation of fengshui forests.,,0,2,"genetic load, structural variants, genetic diversity",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Quercus conservation prioritization based on diversity and deleterious mutation burden; relevant metrics but no optimization algorithm or computational efficiency evaluation.,https://doi.org/10.1038/s42003-026-09846-x
10.1186/s12870-026-08580-0,2026,"Gao C, Ma W, Yang J, Li S, Huang J, Wei J, Zhang K, Guo P, Wang Y, Shang F.","Genomic divergence, introgression and KASP fingerprinting panel development in five cultivar groups of sweet osmanthus.",,0,2,"nucleotide diversity, genetic structure, KASP SNP panel",OCS / contribution optimisation; Optimisation algorithms / cost,Sweet osmanthus cultivar genomic divergence and introgression; genotyping tool development and population structure but no selection optimization context.,https://doi.org/10.1186/s12870-026-08580-0
10.3390/genes17050566,2026,"Castillo Cevallos LA, Rocha LLD, Aguirre Riofrio EL, Martinez Martinez A, Delgado Bermejo JV, Ribeiro MN.","Landscape Genetics Reveals Geographic Structuring of Locally Adapted Goat Populations from Brazil, Spain, and Ecuador.",,0,2,"genetic diversity, population structure, microsatellites",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,"Locally adapted livestock populations, genetic erosion, diversity preservation. Relevant context but not optimisation-algorithm-specific.",https://doi.org/10.3390/genes17050566
10.1038/s41586-026-10576-7,2026,"Wang J, Li X, Wang Y, Lin J, Chen S, Liu H, Chen X, Chai K, Dong A, Zhao T, Feng C, Wu R, Zhao P, Zheng Y, Xia Z, Zhang S, Liu Y, Qu S, Ye Z, Song Y, Deng Q, Zeng X, Yu G, Kong R, Zhang B, Zhang W, Zh",Genetic architecture of sugarcane traits in a polyploid genomics framework.,,0,2,"IBD, haplotype, domestication sweeps, allele-specific expression",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Sugarcane polyploid genomic architecture and breeder-favoured haplotypes; genomic breeding context but no diversity loss metrics or combinatorial optimisation.,https://doi.org/10.1038/s41586-026-10576-7
10.1111/tpj.70777,2026,"Pearson S, Hathorn A, Sun S, Cruickshank A, Shatte T, Munisse P, Wairimu MM, Conner J, Koltunow A, Vielle-Calzada JP, Ozias-Akins P, Ishii T, Dell'Acqua M, Norton S, Tao Y, Jordan D, Mace E.",Scaling up orphan crop research: genebank genetics highlight geographic structure in cultivated cowpea from 10 617 global accessions.,,0,2,"genetic groups, allele pool structure, population differentiation",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Large-scale cowpea germplasm diversity and geographic structure; breeding foundation but no selection optimisation, diversity constraint metrics, or computational cost.",https://doi.org/10.1111/tpj.70777
10.3389/fpls.2025.1674396,2025,"Zhu M, Zhu X, Zeng Y, Li W, Wen X, Mei Y, Huang C, Hu Z, Sen L.",Genetic diversity and core collection of Polygonati Rhizoma in China via SSR markers.,,0,2,allele retention rate,OCS / contribution optimisation; Allelic richness / rare alleles; Core collection / subset selection,Core collection via stepwise clustering; core-collection selection algorithm but descriptive germplasm characterisation without optimisation loop.,https://doi.org/10.3389/fpls.2025.1674396
10.3390/plants14142182,2025,"Song Y, Wang J, Ma Y, Wang J, Bao L, Sun D, Lin H, Fan J, Zhou Y, Zeng X, Wang Z, Zhang L, Li C, Di H.",Genetic Diversity and Construction of Salt-Tolerant Core Germplasm in Maize (&lt;i&gt;Zea mays&lt;/i&gt; L.) Based on Phenotypic Traits and SNP Markers.,,0,2,"allelic richness, expected heterozygosity, core collection algorithm",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Core collection construction with SNP markers; sampling strategy evaluated but no combinatorial optimisation or diversity–gain trade-off framework.,https://doi.org/10.3390/plants14142182
10.1016/j.psj.2025.106279,2026,"Ablondi M, Summer A, Asti V, Malacarne M, Strillacci MG, Bernini F, Sabbioni A.",Genomic insights on the Parma and Piacenza Italian native turkey breed for conservation and traceability.,,0,2,"ROH, FST, inbreeding coefficient",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Endangered turkey breed genomic characterisation; ROH and inbreeding quantified; no optimisation or metric efficiency for combinatorial selection loop.,https://doi.org/10.1016/j.psj.2025.106279
10.3390/ani15192774,2025,"Luštrek B, Šimon M, Turk K, Bogičević S, Potočnik K.",Comparing Genomic and Pedigree Inbreeding Coefficients in the Slovenian Lipizzan Horse as a Case Study for Small Closed Populations.,,0,2,"F_PED, F_HOM, F_ROH, F_HBD, F_GRM",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Directly compares genomic inbreeding estimators; discusses mate selection and breeding management but no optimisation algorithm.,https://doi.org/10.3390/ani15192774
10.1186/s40104-026-01403-0,2026,"Ma J, Liu X, Gao X, Wei D, Zhang Z, Muhammad A, Chen N, Xia X, Ma Y, Wang E, Liu X, Lei C, Jiang Y, Huang Y.",Runs of homozygosity reveal population dynamics and selection across global cattle.,,0,2,"ROH, F_ROH, F_HOM, ROH-based PCA",Coancestry / relationship matrix choice,Global ROH analysis; F_ROH stability for cross-population inbreeding assessment relevant to diversity metrics choice.,https://doi.org/10.1186/s40104-026-01403-0
10.1111/eva.70216,2026,"Mitchell C, Deakin S, Festa-Bianchet M, Pelletier F, Coltman D.","No Pedigree, No Problem: Genomic Inbreeding Tracks Genetic Rescue With High Resolution.",,0,2,"F_ROH, F_PED",Coancestry / relationship matrix choice,F_ROH outperforms pedigree for monitoring inbreeding; demonstrates genomic metric validity for conservation intervention tracking.,https://doi.org/10.1111/eva.70216
10.3168/jds.2025-27100,2026,"Panetto JCC, Maltecca C, Ablondi M, Callegaro S, van Kaam JT, Finocchiaro R, Fabris A, Fabbri MC, Cassandro M, Cipolat-Gotet C, Zanotti A, Bozzi R, Tiezzi F.",Inbreeding depression affecting stayability in Italian Holstein cows.,,0,2,"F_PED, F_GRM diagonal, ROH proportion, ROH length classes",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Compares three inbreeding estimators; functional trait application; no optimisation or selection strategy component.,https://doi.org/10.3168/jds.2025-27100
10.1186/s12711-025-01017-6,2025,"Wen H, Blackburn HD, Mulim HA, Oliveira HR, Hermesch S, Chen CY, Holl J, Schinckel AP, Brito LF.",Characterization of genomic diversity and population structure of worldwide Duroc subpopulations and other pig breeds.,,0,2,"ROH, F_ROH, effective population size, runs of homozygosity",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,ROH-based inbreeding and Ne estimation across subpopulations; diversity management implied but no optimisation algorithm or computational cost.,https://doi.org/10.1186/s12711-025-01017-6
10.3390/ani16101567,2026,"Ma K, Liang X, Xu L, Li X, Zhao H, Huang J, Wen J, Zhang M, Wang D, Huang X, Chen Q.",Population Structure Analysis and Candidate Gene Screening for Twinning Trait in Simmental Cattle.,,0,2,"IBS matrix, G matrix, ROH, F_ROH, F_st, θπ",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,Relationship matrices and ROH compared; selection signatures detected; no explicit optimisation or computational complexity discussion.,https://doi.org/10.3390/ani16101567
10.1038/s41598-026-36562-7,2026,"Mavunga TK, Sölkner J, Mészáros G, Pichler R, Zorobouragui L, Traore A, Tapsoba ASR, Hamed H, Hassan YA, Chileshe B, Ralambomanana N, Hussain T, Ramasamy S, Banga C, Periasamy K.",Genome-wide analysis reveals differential admixture dynamics and historical demographic contractions in African cattle.,,0,2,"Ho, FROH, FST, Ne, LD, admixture",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,Comprehensive diversity and structure across African cattle populations; diversity metrics and Ne estimation but no selection optimisation or computational algorithms.,https://doi.org/10.1038/s41598-026-36562-7
10.3390/ani16010042,2025,"Ma K, Li X, Shang Y, Wei J, Zhang M, Wang D, Huang X, Chen Q, Xu L.",Analysis of Inbreeding Coefficient and Genetic Diversity in Xinjiang Brown Cattle Based on Pedigree and ROH Evaluation.,,0,2,"MAF, Ho, He, PIC, FROH, FPED, G-matrix (IBS)",Coancestry / relationship matrix choice; Optimisation algorithms / cost,"Compares ROH vs pedigree inbreeding; evaluates kinship matrix; relevant metrics but applied to surveillance, not breeding optimization.",https://doi.org/10.3390/ani16010042
10.3390/genes16040358,2025,"Wang H, Yin Y, Zhang C, Li F, Zhao H, Liu Z, Sun W, Zhou L.","An Analysis of the Genetic Diversity, Genetic Structure, and Selection Signal of Beagle Dogs Using SNP Chips.",,0,2,"Ho, He, IBS, G-matrix, ROH, Tajima's D",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Evaluates inbreeding and diversity metrics in closed breeding population; lineage-based breeding strategy mentioned but not combinatorial optimization.,https://doi.org/10.3390/genes16040358
10.3390/genes16060677,2025,"Rodríguez-Serrano A, Ahumada-Velasco M, Cárdenas Beltrán JM.","Assessment of Genetic Diversity and Productive Traits in Crossbreed Cattle in the Caribbean Region, Colombia.",,0,2,"ROH, MAF, heterozygosity, PCA, admixture",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Optimisation algorithms / cost,Genomic diversity assessment in crossbred cattle; descriptive survey without selection optimisation or breeding strategy component.,https://doi.org/10.3390/genes16060677
10.1186/s12863-025-01323-4,2025,"Opoola O, Shumbusho F, Rwamuhizi I, Houaga I, Harvey D, Hambrook D, Watson K, Chagunda MGG, Mrode R, Djikeng A.",The genetic structure and diversity of smallholder dairy cattle in Rwanda.,,0,2,"heterozygosity, ROH, MAF, admixture, PCA",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Optimisation algorithms / cost,Genomic diversity characterisation in smallholder dairy cattle; descriptive population genetics without breeding optimisation framework.,https://doi.org/10.1186/s12863-025-01323-4
10.1186/s12864-025-12258-6,2026,"Jiang B, Zeng J, Chi H, Shan J, Zhang X, Feng Q, Li F, Yue X, Fu W.","Whole genome sequencing revealed genetic diversity, population structure, and selective signature of Tianhua mutton sheep.",,0,2,"FST, XP-EHH, He, inbreeding coefficient",Coancestry / relationship matrix choice; Optimisation algorithms / cost,Hybrid breed diversity and selective signatures; selective breeding but not constrained optimization.,https://doi.org/10.1186/s12864-025-12258-6
10.3390/ani16101450,2026,"Michel-Regalado NG, Lemus-Flores C, Ayala-Valdovinos MÁ, Grageola-Núñez F, Severino-Lendechy VH, Duifhuis-Rivera T, Martínez-Velázquez G, Lemus-Ávalos G, Lara-Castillo JB.",Genetic Diversity and Population Structure of Two Mexican Creole Cattle Populations.,,0,2,"expected heterozygosity, runs of homozygosity, effective population size",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,Diversity and structure characterised; Ne calculated; no selection optimisation or loss-quantification context.,https://doi.org/10.3390/ani16101450
10.1002/ece3.73649,2026,"Nolan N, Stock S, Callen A, Hayward MW, Wallace S, Upton R, Mahony M, Klop-Toker K.",Assessing Genetic Diversity and Inbreeding Effects in an Endangered Amphibian: Effects of Ecological Restoration and Stochasticity.,,0,2,"heterozygosity, inbreeding, mean kinship",Coancestry / relationship matrix choice; Heterozygosity / gene diversity; Effective size,Diversity metrics evaluated post-management; population health assessed; no combinatorial optimisation context.,https://doi.org/10.1002/ece3.73649
10.1002/vms3.70684,2025,"Salehi R, Javanmard A, Mokhber M, Alijani S.",Estimating Linkage Disequilibrium and Effective Population Size Across Generations in Holstein Cattle.,,0,2,"linkage disequilibrium, effective population size",OCS / contribution optimisation; Effective size,,https://doi.org/10.1002/vms3.70684
10.1155/vmi/2405355,2026,"Cartuche-Macas LF, Gutierrez-Reinoso MA, Garcia-Herreros M.",Inbreeding Implications on Genetic Diversity and Population Evolution of South American Brown Swiss Cattle.,,0,2,"inbreeding coefficient, effective population size, genetic diversity loss, effective number of founders/ancestors",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Inbreeding and Ne quantified pedigree-based; population evolution tracked; no genomic marker choice or optimisation cost.,https://doi.org/10.1155/vmi/2405355
10.1186/s12870-026-08853-8,2026,"von Maydell D, Schwerdt J, Lehnert H, Pöschl-Grau Y, Schmutzer T, Marthe F.","Population structure, genetic diversity and core set construction of an international collection of 256 Melissa officinalis genotypes.",,0,2,"Expected heterozygosity (HE), private alleles, core-set construction",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Core-set selection for breeding efficiency; reports diversity metrics but not diversity-loss quantification under selection or optimisation.,https://doi.org/10.1186/s12870-026-08853-8
10.1002/age.70104,2026,"Cannarella MS, Sölkner J, Bruno S, Ciani E, Mészáros G.",Revisiting Genetic Relationships of the Endangered Austrian Turopolje With Balkan and Commercial Pig Breeds Using Genome-Wide SNP Data.,,0,2,"Runs of homozygosity (ROH), inbreeding coefficient (FROH), genetic distance (IBS)",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,Conservation breeding of endangered breed; inbreeding tracking and population management but not diversity-loss metrics under optimised selection.,https://doi.org/10.1002/age.70104
10.1007/s00122-026-05193-x,2026,"Stich B, Van Inghelandt D, Wu PY.",Bridging tradition and innovation: a review of computer simulations in plant breeding.,,0,2,Simulation tools for breeding strategy optimisation,Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Reviews computer simulation for breeding design and strategy comparison; relevant to optimisation but does not address diversity metrics or computational cost of diversity evaluation.,https://doi.org/10.1007/s00122-026-05193-x
10.3390/ani16030479,2026,"Cao M, Gao J, Zhang S, Tu W, Sun L, Xu J, He M, Dai J, Wu C, Zhang D.",Genetic Diversity Evaluation of Shanghai Local Pig Breeds Using Liquid-Phase Chip Technology.,,0,2,"Runs of homozygosity (FROH), identity-by-state (IBS), inbreeding coefficient, genomic breed composition",Coancestry / relationship matrix choice; Effective size; Optimisation algorithms / cost,Conservation breeding with inbreeding minimisation and mate-selection to reduce inbreeding; diversity management but not loss-quantification metrics under optimisation.,https://doi.org/10.3390/ani16030479
10.30802/aalas-jaalas-25-159,2026,Kanthaswamy S.,A Comparative Analysis of the Genetic Structures of Rhesus Macaques (Macaca mulatta) Kept in Enclosure-Based Systems and Semi-Natural Settings.,,0,2,"inbreeding coefficient, mean kinship, founder equivalents, genome uniqueness",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,"Pedigree-based diversity metrics (MK, inbreeding, GU) comparing populations; relevant framework but uses pedigree not genomic markers.",https://doi.org/10.30802/aalas-jaalas-25-159
10.1126/sciadv.adw3298,2026,"Hou X, Pan S, Xu J, Hu L, He W, Liu X, Huang S, Gu Z, Lin Z, Chen Y, Li W, Luo T, Zhao X, Dai Q, Cao P, Liu F, Feng X, Fu Q, Zhou J, Wang J, Zhan X.",Genetic legacy and recent cross of two ancient lineages underlie the rebound of the world's rarest primate.,,0,2,"effective population size, inbreeding, heterozygosity, genetic load",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,"Genomic diversity metrics (Ne, inbreeding, ROH, heterozygosity) in conservation recovery; relevant but descriptive, not selection optimisation.",https://doi.org/10.1126/sciadv.adw3298
10.1016/j.psj.2026.106870,2026,"Doublet M, Lecerf F, Pook T, Chapuis H, Raoul J, Herry F, Brad-Fudulea S, Restoux G, Phocas F, Allais S.",Stochastic simulations to optimize genomic selection for laying hens: Impact of generation interval and genotyping in the context of extended laying period.,,0,2,inbreeding rate (ΔF),Effective size; Optimisation algorithms / cost,"Stochastic simulation comparing genomic selection programs; evaluates inbreeding vs genetic gain trade-off, generation interval impact on diversity.",https://doi.org/10.1016/j.psj.2026.106870
10.3390/ijms27010013,2025,"Santillo N, Micali S, Verde I, Vendramin E.",Management and Genetic Diversity of an Italian &lt;i&gt;Pistacia&lt;/i&gt; Collection Through Microsatellite Markers.,,0,2,"allelic richness, rare-allele retention, observed/expected heterozygosity, PIC",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,"Germplasm collection characterisation with microsatellite diversity metrics; directly relevant but descriptive only, no selection optimisation applied.",https://doi.org/10.3390/ijms27010013
10.1016/j.isci.2026.115395,2026,"Walderich LM, Susanto AW, Svensson M, Fohrman A, Wirén M, O'Dwyer R, Försäter K, Rödin-Mörch P, Höglund J.",Genomic insights into fragmentation and translocation in European green toads.,,0,2,"heterozygosity, inbreeding coefficient, genetic load",Heterozygosity / gene diversity; Effective size,"Conservation translocation case; assesses diversity loss, inbreeding, and drift in small fragmented populations with management recommendations.",https://doi.org/10.1016/j.isci.2026.115395
10.5194/aab-69-143-2026,2026,"Dominiković N, Zorc M, Ristanić M, Dimitrijević V, Blagojević J, Glavinić U, Stanimirović Z.",Genetic diversity and population structure of Balkan goat populations in Serbia based on microsatellite and mtDNA markers.,,0,2,"expected heterozygosity, PIC, inbreeding coefficient FIS, mtDNA haplotype diversity",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Genetic characterization of indigenous goat breed; reports diversity metrics and structure for conservation but not optimization or selection loss.,https://doi.org/10.5194/aab-69-143-2026
10.3389/fgene.2025.1730668,2025,"Qin M, Ma C, Liang M, Zhang Y, Wang Z, Wang J, Li G, Sha Y, Jin P, Ju L, Liu X, Zeng Y, Li R.",Genomic analysis reveals genetic diversity and selection signatures of the Yantai Black pig during domestication and breeding.,,0,2,"nucleotide diversity (π), F_ST, ROH, allele frequency",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Diversity metrics and selection sweeps in pig population; descriptive characterization without optimization or constraint framework.,https://doi.org/10.3389/fgene.2025.1730668
10.3390/biology14121725,2025,"Lu Y, Li D, Ma R, Gao Y, Gao Z, Qian Y, Xi D, Deng W, Wu J.",Omics Evidence Chains for Complex Traits in Beef Cattle: From Cross-Layer Colocalization to Genetic Evaluation and Application.,,0,2,"GWAS, regulatory colocalization, selection indices",OCS / contribution optimisation; Optimisation algorithms / cost,Multi-omics to selection indices in beef cattle; pathway from trait discovery to breeding application but not diversity-constrained optimization algorithms.,https://doi.org/10.3390/biology14121725
10.1038/s41598-025-01483-4,2025,"Hunter B, Ferchaud AL, Normandeau E, Morgan K, Mooers A, Mastromonaco G, Lesbarrères D.",Continued collaboration of ex situ and in situ programs is critical for the genetic sustainability of the endangered Rana pretiosa.,,0,2,"heterozygosity, F_IS, Ne, SNPs",OCS / contribution optimisation; Heterozygosity / gene diversity; Optimisation algorithms / cost,Ex situ/in situ conservation breeding with diversity constraints; relevant to breeding program design but not combinatorial optimization.,https://doi.org/10.1038/s41598-025-01483-4
10.3390/ijms262411833,2025,"Werghi S, Koboyi BW, Chan-Rodriguez D, Bolibok-Brągoszewska H.","Genome-Wide, High-Density Genotyping Approaches for Plant Germplasm Characterisation (Methods and Applications).",,0,2,"allelic diversity, gene diversity, expected heterozygosity, population structure",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Germplasm characterisation and diversity assessment methods; genotyping platforms and coverage. Describes what diversity metrics exist but not selection/optimisation or computational cost within optimiser loops.,https://doi.org/10.3390/ijms262411833
10.1002/ece3.71596,2025,"Eastman-Densem RW, Glenny DS, Heenan PB, Wold JR, Pelser PB.",Conservation Genomics for Threatened New Zealand &lt;i&gt;Gentianella calcis&lt;/i&gt; (Gentianaceae) and Implications for Vulnerable Limestone Ecosystems.,,0,2,heterozygosity; population differentiation; IBD,Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,"GBS in threatened plant; genetic structure, connectivity, local adaptation. Informs conservation strategy but not optimisation algorithms.",https://doi.org/10.1002/ece3.71596
10.5194/aab-69-323-2026,2026,"Račkauskaitė A, Šveistienė R, Razmaitė V, Jatkauskienė V, Marašinskienė Š.",Genetic variability and associations of Trakehner and other horse populations in Lithuania.,,0,2,"effective population size, allelic richness, observed/expected heterozygosity, inbreeding coefficient",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,"Characterizes diversity metrics (Ne, Na, Ho, He, F) across horse populations; useful context but descriptive survey without selection or optimization.",https://doi.org/10.5194/aab-69-323-2026
10.14202/vetworld.2026.2133-2143,2026,"Mokhnachova N, Skrepets K, Zhukorskyi O, Starodub L, Ladyka V, Tymchenko O.",Microsatellite-based assessment of genetic diversity and inbreeding in the Ukrainian water buffalo (&lt;i&gt;Bubalus bubalis&lt;/i&gt;) population.,,0,2,"number of alleles, effective number of alleles, observed/expected heterozygosity, polymorphism information content, inbreeding coefficient",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,"Applies standard diversity metrics (Na, Ne, Ho, He, PIC, FIS) to small buffalo population; descriptive assessment without selection or breeding decision framework.",https://doi.org/10.14202/vetworld.2026.2133-2143
10.1371/journal.pone.0351845,2026,"Gebre WT, Ababulgu DA, Negassa TM, Senbeta TF.",High-density single nucleotide polymorphism markers analysis reveals the genetic diversity and population structure in tropical highland maize (Zea mays L.) inbred lines.,,0,2,"gene diversity, polymorphic information content, genetic distance, linkage disequilibrium",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Uses SNP markers to assess diversity and structure in maize germplasm; relevant metrics but lacks selection strategy or optimization cost analysis.,https://doi.org/10.1371/journal.pone.0351845
10.1002/tpg2.70252,2026,"Shango AJ, Omondi EO, N'Danikou S, Tchokponhoué DA, Schranz ME, Rabary B, Kabululu MS, Gumedze T, Achigan-Dako EG, Venkataramana P, Philipo ML, van Zonneveld M.",Genetic diversity and population structure of jute mallow (Corchorus olitorius L.) global collection to guide conservation and breeding.,,0,2,"gene diversity, expected heterozygosity, Shannon index, linkage disequilibrium",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Evaluates diversity and structure in jute mallow collection; mentions core/mini-core selection strategy but no optimization algorithm or computational cost discussion.,https://doi.org/10.1002/tpg2.70252
10.1007/s10441-026-09524-9,2026,"Hössjer O, Laikre L, Ryman N.",Allele Frequency Spectra as a General Tool for Modeling Genetic Diversity.,,0,2,"AFS, allelic diversity, gene diversity, Hill numbers",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Theoretical framework for diversity metrics and bottleneck dynamics; useful context but not selection-optimisation focused.,https://doi.org/10.1007/s10441-026-09524-9
10.3390/ani16081152,2026,Próchniak T.,Pedigree Investigation of Polish Sport Horses in Show Jumping: Insights for Global Breeding.,,0,2,"Inbreeding coefficient, genetic diversity from pedigree",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Pedigree-based diversity monitoring and bottleneck effects in breeding; relevant to long-term diversity management but not optimisation algorithms.,https://doi.org/10.3390/ani16081152
10.1038/s41598-026-48450-1,2026,"Tian J, Liu Y, Lei C, Cheng L, Yang B, Du J, Zhu T, Li S, Song H.",Genetic diversity and breeding efficiency of a salt-tolerant strain of largemouth bass (Micropterus salmoides) revealed by microsatellite analysis and phenotypic evaluations.,,0,2,"Ho, He, PIC, Fst, genetic differentiation",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Multigenerational selection with diversity monitoring; relevant to trait-diversity trade-off but not algorithmic optimisation.,https://doi.org/10.1038/s41598-026-48450-1
10.3390/ani16030451,2026,"Yan M, Ma P, Liu Z, Li Z, Li X, Yu T, Wang W, Wang C, Sun X, Zhou L, Wu B.",Genetic Structures of &lt;i&gt;Crassostrea ariakensis&lt;/i&gt; Generations Based on Partial Mitochondrial &lt;i&gt;cox1&lt;/i&gt; and &lt;i&gt;rrnL&lt;/i&gt; Indicated a High Breeding Potential After Four-Years Successive Selections.,,0,2,"Haplotype diversity, nucleotide diversity",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Multigeneration selection impact on diversity metrics; documents diversity loss under selection but not optimisation framework.,https://doi.org/10.3390/ani16030451
10.1186/s12864-026-12804-w,2026,"Gan R, Han Y, Rao D, Li T, Wu E, Cui Y, Chen Y.","Development and application of genome-derived SSR markers for genetic diversity analysis, molecular fingerprinting, and core collection construction in bougainvillea (Bougainvillea spp.).",,0,2,"SSR-based diversity, core collection construction (25% sampling)",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Core germplasm construction methodology; addresses subset selection and redundancy minimisation but not real-time optimisation cost.,https://doi.org/10.1186/s12864-026-12804-w
10.3390/genes17040388,2026,"Chen P, Yang Y, Fang J, Yu H, Dong Y, Zhao Z, Tian Y, Xie Z, Li Y.",Genetic Diversity Analysis of 96 &lt;i&gt;Gossypium hirsutum&lt;/i&gt;-&lt;i&gt;Gossypium barbadense&lt;/i&gt; Introgression Lines and Early Maturing Northern China Cotton Lines Using a 40K Liquid-Phase Chip.,,0,2,"SNP-based genetic diversity, population structure, differentiation",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Germplasm characterisation and breeding potential; diversity analysis informs breeding but no algorithmic selection optimisation framework.,https://doi.org/10.3390/genes17040388
10.3390/plants15081197,2026,"Zhai B, Sun D, Huang C, Zhao Z, Xie J, Liu X, Lu W, Wang G, Wang L.",Genetic Diversity and Core Germplasm Development in Yunnan Tartary Buckwheat Based on Phenotypic and SNP Data.,,0,2,"SNP-based diversity, core collection (105/313 accessions)",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Core collection construction integrating phenotype and genomics; subset selection but no real-time constrained optimisation cost analysis.,https://doi.org/10.3390/plants15081197
10.3390/genes17030300,2026,"Gelashe FB, Ndeve AD, Menamo TM, Gandhi H, Chiulele RM.",Genetic Diversity and Collection Structure Studies of Sesame (&lt;i&gt;Sesamum indicum&lt;/i&gt; L.) Accessions Across Ethiopian Research Centers.,,0,2,"He, Ho, FST, AMOVA, gene diversity",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Germplasm diversity and structure characterisation; useful inventory for breeding but no selection algorithm or optimisation cost.,https://doi.org/10.3390/genes17030300
10.3390/biology15090730,2026,"Nguyen TV, Ba NV, Pham LD, Do DN.","Conservation of Indigenous Pig Breeds in Vietnam: Genetic Characterization, Conservation Strategies, and Future Perspectives.",,0,2,"genetic diversity, inbreeding, population structure",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Review of conservation breeding strategies and diversity monitoring; context on conservation prioritisation but no optimisation algorithm.,https://doi.org/10.3390/biology15090730
10.3390/plants15071118,2026,"Huang C, Ge D, Zhang Y, Ge Z, Wu Y, Zhang Q, Zhao Y, Ji C.",Genome-Wide InDel Marker Development and Genetic Diversity Analysis of 52 Tomato Germplasm Accessions.,,0,2,"polymorphism information content, genetic differentiation",Heterozygosity / gene diversity; Effective size; Core collection / subset selection,Diversity characterisation of germplasm; no selection optimisation or computational cost discussion.,https://doi.org/10.3390/plants15071118
10.1016/j.psj.2026.106918,2026,"Cai Z, Wang S, Gao C, Xiao C, Ma Y, Liu Y, Wang K, Tian Y, Fan X, Gao H, Sun G, Kang X, Li W.",Applicability and performance evaluation of the Shennong 1 chicken 40 K liquid chip in commercial chicken populations.,,0,2,"expected heterozygosity, nucleotide diversity",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Validates SNP chip for population genetics; shows computational feasibility but no selection algorithm or diversity trade-off.,https://doi.org/10.1016/j.psj.2026.106918
10.3390/vetsci13040407,2026,"Saha P, Barman KC, Kim M, Seo D, Hossain MM, Lee SH, Haque MA, Bhuiyan MSA.",Genetic Diversity and Population Structure Analysis of Seven Duck Populations of Bangladesh Using Microsatellite Markers.,,0,2,"allele frequency, observed heterozygosity, expected heterozygosity, Shannon information index, F-statistics, analysis of molecular variance",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Comprehensive diversity and population structure assessment; demonstrates metrics but no selection algorithm or optimisation cost.,https://doi.org/10.3390/vetsci13040407
